model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,output_dir,paper_label,selection,vanilla_mean,vanilla_cvar,vanilla_bound,mean_gap_vs_vanilla,cvar_gap_vs_vanilla,bound_gap_vs_vanilla
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0133915779491265,0.0017995249820599,-0.0573434521754582,-0.0827194352944691,0.8271028037383177,1.0,0.0411350217958291,0.0015771028037383,0.0,0.0015771028037383,0.0241433021806853,468.6666666666667,0.0534574861892722,0.0019953051643192,0.0320813771517996,,True,True,True,0.0008015151446064,0.0011290994783242,0.0010265816623965,0.0009031910449266,0.0006828159093856,-0.000612661242485,-0.0003661662340164,-0.0007848044236501,-0.3247663551401868,-0.0521806853582553,-0.0490654205607477,0.1705607476635515,TLT,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/TLT_full_paper_grid_800_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean,-0.0142947689940532,-0.081934630870819,0.0,0.0009031910449267006,-0.0007848044236501012,0.0015771028037383
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.0143963933611909,0.0016350000233544,-0.0583745217571655,-0.0811491807301839,0.9213395638629284,0.7730142076810201,0.0171724883839488,0.0835085669781931,0.0835085669781931,0.0,0.4711838006230529,15.0,0.0553772872022144,0.0004499217527386,0.0156494522691705,,True,True,True,-0.0002033002674579,0.0001242840662598,2.1766250332197132e-05,-0.0001016243671377,0.0022530704736709,0.0009575933218002,0.0012040883302688,0.0007854501406351,-0.4190031152647975,-0.146417445482866,-0.1433021806853583,0.0763239875389408,TLT,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/TLT_full_paper_grid_800_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05,-0.0142947689940532,-0.081934630870819,0.0,-0.00010162436713770026,0.0007854501406350939,0.0835085669781931
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.0285047919799884,0.0015166420970129,-0.1130542904138565,-0.1695796797672907,0.9376299376299376,0.9895784457524618,0.0200058279248575,0.0003291753291753,0.0003291753291753,0.0,0.011088011088011,23.0,0.1175368996804787,3.472222222222222e-05,0.0006944444444444,,True,True,True,-2.8230249881744385e-05,0.0002272247026364,0.0001349790642658,5.5287654201190833e-05,0.0072052727142969,0.0059959987799326,0.0060588270425796,0.0009410132964452,-0.431046431046431,-0.1739431739431738,-0.1718641718641718,0.0623700623700623,XLE,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean,-0.0285600796341896,-0.1705206930637359,0.0,5.528765420119777e-05,0.00094101329644522,0.0003291753291753
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.0287265386432409,0.0015818632993501,-0.1115003898739814,-0.168813814719518,0.9743589743589745,0.9923661549886068,0.0269210201998551,0.015072765072765,0.015072765072765,0.0,0.325017325017325,228.33333333333337,0.1175482011262534,0.0002951388888888,0.0118055555555555,,True,True,True,-0.0002499769131342,5.478039383888245e-06,-8.676759898662567e-05,-0.0001664590090513,0.0079711377620697,0.0067618638277053,0.0068246920903523,0.0017068783442179,-0.4677754677754678,-0.2106722106722106,-0.2085932085932086,0.0256410256410255,XLE,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05,-0.0285600796341896,-0.1705206930637359,0.0,-0.00016645900905130212,0.0017068783442178992,0.015072765072765
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0236720150957504,0.0013545035406056,-0.0768602006137371,-0.1043414523204167,0.9247076023391811,0.7536836564540863,0.017024746009459,0.0010599415204678,0.0010599415204678,0.0,0.0138888888888888,156.66666666666666,0.0893203877758545,0.0,0.0,,True,True,True,0.000258399794499,5.107372999191284e-06,-2.624591191609932e-05,0.0001327482362588,0.0029265557726224,0.0004804333051045,-5.85714975992746e-05,0.0004404708743095,-0.2945906432748537,-0.1089181286549707,-0.1118421052631578,0.0752923976608187,XLF,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLF_full_paper_grid_800_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean,-0.0238047633320093,-0.1047819231947263,0.0,0.0001327482362589033,0.0004404708743096092,0.0010599415204678
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0244469450165828,0.002219178483844,-0.0752894468605518,-0.1020800893505414,0.8976608187134504,1.0,0.0411642454564571,0.1361476608187134,0.1069627192982456,0.0291849415204678,0.6673976608187134,58.0,0.0905262005940167,0.0111233480176211,0.2334801762114537,,True,True,True,-0.0005165301263332,-0.0007698225478331,-0.0008011758327484,-0.0006421816845734,0.0051879187424977,0.0027417962749799,0.002202791472276,0.0027018338441848,-0.2675438596491228,-0.0818713450292398,-0.0847953216374269,0.1023391812865496,XLF,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLF_full_paper_grid_800_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05,-0.0238047633320093,-0.1047819231947263,0.0,-0.0006421816845734972,0.0027018338441849032,0.1361476608187134
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.027727385982871,0.0008591608030599,-0.0850624510397513,-0.1072895055015881,0.883177570093458,1.0,0.0362176224589347,0.0061915887850467,0.0044003115264797,0.0017912772585669,0.0817757009345794,376.3333333333333,0.10394884667986,0.0019757433489827,0.0172143974960876,,True,True,True,0.0007360534121592,0.0005740150809288,0.0005643082161744,0.0003620243320862,0.0061913977066675,0.0019516324003537,0.0024246002237002,0.0020417720079421,-0.2227414330218069,-0.0420560747663552,-0.0459501557632399,0.1059190031152648,XLK,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLK_full_paper_grid_800_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean,-0.0280894103149573,-0.1093312775095303,0.026382398753894,0.0003620243320862984,0.0020417720079421997,-0.0201908099688473
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.0278825753678878,0.0002485322430642,-0.0860018270711104,-0.106429286301136,0.8621495327102804,0.9935431281725564,0.0342896257837613,0.011857476635514,0.0115264797507788,0.0003309968847352,0.0825545171339563,180.33333333333337,0.103735963975346,0.0016431924882629,0.0195618153364632,,True,True,True,0.0005808640271425,0.000418825695912,0.0004091188311576,0.0002068349470694,0.0070516169071197,0.0028118516008059,0.0032848194241523,0.0029019912083943,-0.2017133956386293,-0.0210280373831776,-0.0249221183800623,0.1269470404984424,XLK,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLK_full_paper_grid_800_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05,-0.0280894103149573,-0.1093312775095303,0.026382398753894,0.0002068349470694987,0.0029019912083942945,-0.014524922118380001
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0182235669344663,0.0009083230478624,-0.0566057497635483,-0.0831306849916776,0.9006259780907668,0.9959464271863302,0.0267680417746305,0.0058685446009389,0.0058685446009389,0.0,0.1291079812206572,24.333333333333332,0.0758350412033896,9.827044025157232e-05,0.0031446540880503,,True,True,True,0.0002216082066297,0.0002251428862412,0.0002165138721466,0.0001935965071121,0.0048122505346934,0.0020328611135482,0.0020757615566253,0.0034815495212872,-0.3294209702660406,-0.1040688575899843,-0.107981220657277,0.0993740219092331,XLV,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLV_full_paper_grid_800_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean,-0.0184171634415785,-0.0866122345129648,0.0,0.0001935965071122002,0.0034815495212872083,0.0058685446009389
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0182275492697954,0.000575589197946,-0.0574468622605005,-0.0826581393678983,0.8974960876369327,1.0,0.0306922364979982,0.0032276995305164,0.0032276995305164,0.0,0.0805946791862284,49.0,0.075761668172741,0.0001572327044025,0.0015723270440251,,True,True,True,0.0002176258713006,0.0002211605509122,0.0002125315368175,0.0001896141717831,0.0052847961584727,0.0025054067373275,0.0025483071804046,0.0039540951450665,-0.3262910798122065,-0.1009389671361501,-0.1048513302034428,0.1025039123630673,XLV,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLV_full_paper_grid_800_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05,-0.0184171634415785,-0.0866122345129648,0.0,0.0001896141717830993,0.003954095145066505,0.0032276995305164
