model,split,seed,model_family,gains_mean,gains_std,gains_p01,gains_p05,gains_cvar05,gains_p50,gains_p95,shortfall_prob,payoff_mean,pnl_mean,cost_mean,action_abs_mean,action_abs_max,delta_abs_mean,delta_abs_max,pct_at_any_position_bound,pct_at_upper_position_bound,pct_at_lower_position_bound,pct_paths_touch_any_position_bound,risk_measure,selected_epoch,selected_score,selection_metric,selected_val_action_abs_mean,selected_val_delta_abs_mean,selected_val_pct_at_any_position_bound,selected_val_pct_paths_touch_any_position_bound,n_paths,n_steps,n_inst,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,proto_action_norm_mean,proto_action_norm_max
proto_source=vanilla_k=50_weighted=1_learnw=0,val,1234,proto,1.5375627279281616,1.0730491876602173,-0.04539300128817558,0.13254664838314056,0.009709452278912067,1.3500441312789917,3.645559310913086,0.022321428571428572,-0.021169060841202736,1.5643397569656372,0.0056078871712088585,0.32083797454833984,1.126819372177124,0.6681200265884399,1.0000001192092896,0.397172619047619,0.0826264880952381,0.31454613095238093,1.0,cvar,580.0,-0.7486702308129697,val_loss,0.3376055061817169,0.6595906615257263,0.3566220238095238,1.0,672.0,20.0,2.0,vanilla,50.0,True,False,0.6766282916069031,1.2374134063720703
proto_source=vanilla_k=50_weighted=1_learnw=0,test,1234,proto,1.4689571857452393,1.092041015625,-0.09274116158485413,0.038021381944417953,-0.05891424044966698,1.3124709129333496,3.6503138542175293,0.03560830860534125,-0.020197231322526932,1.4946092367172241,0.0054549057967960835,0.3119055926799774,1.126819372177124,0.6725656390190125,1.0000001192092896,0.4080860534124629,0.08393916913946588,0.32414688427299704,1.0,cvar,580.0,-0.7486702308129697,val_loss,0.3376055061817169,0.6595906615257263,0.3566220238095238,1.0,674.0,20.0,2.0,vanilla,50.0,True,False,0.6766282916069031,1.2374134063720703
proto_source=vanilla_k=50_weighted=0_learnw=0,train,1234,proto,1.6143797636032104,1.142904281616211,-0.1365484744310379,0.12734198570251465,-0.05111109837889671,1.4174270629882812,3.9317150115966797,0.028990124243389613,-0.021356062963604927,1.6420316696166992,0.0062958854250609875,0.3619363009929657,1.1268194913864136,0.5425980091094971,1.0000001192092896,0.20375915896782415,0.07832908569608156,0.1254300732717426,0.9987257088244664,cvar,710.0,-0.7923837247419925,val_loss,0.3615681827068329,0.499785840511322,0.1933779761904762,1.0,3139.0,20.0,2.0,vanilla,50.0,False,False,0.6610115766525269,1.1767361164093018
proto_source=vanilla_k=50_weighted=0_learnw=0,val,1234,proto,1.6307355165481567,1.1251572370529175,-0.13140498101711273,0.14279630780220032,-0.03129792958498001,1.4502625465393066,3.8619163036346436,0.023809523809523808,-0.021169060841202736,1.6582491397857666,0.0063445083796978,0.365412175655365,1.1268194913864136,0.5468971729278564,1.0,0.20037202380952382,0.08128720238095238,0.11908482142857142,1.0,cvar,710.0,-0.7923837247419925,val_loss,0.3615681827068329,0.499785840511322,0.1933779761904762,1.0,672.0,20.0,2.0,vanilla,50.0,False,False,0.6610115766525269,1.1767361164093018
proto_source=vanilla_k=50_weighted=0_learnw=0,test,1234,proto,1.5834035873413086,1.1341547966003418,-0.19490288197994232,0.050768665969371796,-0.11956725269556046,1.4577481746673584,3.787026882171631,0.03560830860534125,-0.020197231322526932,1.6098668575286865,0.0062662516720592976,0.3608696162700653,1.126819372177124,0.5439008474349976,1.0,0.20426557863501485,0.07870919881305638,0.12555637982195847,1.0,cvar,710.0,-0.7923837247419925,val_loss,0.3615681827068329,0.499785840511322,0.1933779761904762,1.0,674.0,20.0,2.0,vanilla,50.0,False,False,0.6610115766525269,1.1767361164093018
proto_source=vanilla_k=100_weighted=1_learnw=0,train,1234,proto,1.6075326204299927,1.2064462900161743,-0.17478841543197632,0.0836247056722641,-0.09360852837562561,1.3436036109924316,4.021544456481934,0.034724434533290854,-0.021356062963604927,1.6349238157272339,0.006035275757312775,0.3344186246395111,1.1266964673995972,0.7603374123573303,1.0000001192092896,0.4349155782096209,0.10147339917171073,0.3334421790379102,1.0,cvar,795.0,-0.795447375483456,val_loss,0.3619249165058136,0.6219896674156189,0.26990327380952384,1.0,3139.0,20.0,2.0,vanilla,100.0,True,False,0.5431230068206787,1.1672810316085815
proto_source=vanilla_k=100_weighted=1_learnw=0,val,1234,proto,1.6521207094192505,1.1782822608947754,-0.12692008912563324,0.10279037058353424,-0.0651450976729393,1.4372907876968384,3.885054111480713,0.03273809523809524,-0.021169060841202736,1.6793993711471558,0.006109836045652628,0.3386959731578827,1.126695990562439,0.7616797089576721,1.0000001192092896,0.4390625,0.10658482142857142,0.33247767857142857,1.0,cvar,795.0,-0.795447375483456,val_loss,0.3619249165058136,0.6219896674156189,0.26990327380952384,1.0,672.0,20.0,2.0,vanilla,100.0,True,False,0.5431230068206787,1.1672810316085815
proto_source=vanilla_k=100_weighted=1_learnw=0,test,1234,proto,1.5648678541183472,1.228026270866394,-0.14637120068073273,0.015805087983608246,-0.10384058207273483,1.3456716537475586,4.06288480758667,0.04302670623145401,-0.020197231322526932,1.5910059213638306,0.005940910428762436,0.3294302821159363,1.1266963481903076,0.7616602778434753,1.0000001192092896,0.4359421364985163,0.10408011869436201,0.3318620178041543,1.0,cvar,795.0,-0.795447375483456,val_loss,0.3619249165058136,0.6219896674156189,0.26990327380952384,1.0,674.0,20.0,2.0,vanilla,100.0,True,False,0.5431230068206787,1.1672810316085815
proto_source=vanilla_k=100_weighted=0_learnw=0,train,1234,proto,1.3608218431472778,1.0455518960952759,-0.16795478761196136,0.028774866834282875,-0.0957847386598587,1.1628538370132446,3.4565658569335938,0.0407773176170755,-0.021356062963604927,1.3873425722122192,0.00516450684517622,0.28267377614974976,1.1227003335952759,0.7316622734069824,1.0000001192092896,0.4321439949028353,0.09490283529786556,0.33724115960496975,1.0,cvar,602.0,-0.7726308094745591,val_loss,0.33347243070602417,0.6513085961341858,0.2853422619047619,1.0,3139.0,20.0,2.0,vanilla,100.0,False,False,0.5357654094696045,1.1253873109817505
proto_source=vanilla_k=100_weighted=0_learnw=0,val,1234,proto,1.4032548666000366,1.059775471687317,-0.1505027413368225,0.024481266736984253,-0.09972790628671646,1.182335615158081,3.4604625701904297,0.041666666666666664,-0.021169060841202736,1.429630160331726,0.005206379573792219,0.2857755720615387,1.1227003335952759,0.7295413613319397,1.0000001192092896,0.43203125,0.09743303571428572,0.3345982142857143,1.0,cvar,602.0,-0.7726308094745591,val_loss,0.33347243070602417,0.6513085961341858,0.2853422619047619,1.0,672.0,20.0,2.0,vanilla,100.0,False,False,0.5357654094696045,1.1253873109817505
proto_source=vanilla_k=100_weighted=0_learnw=0,test,1234,proto,1.3365885019302368,1.0792176723480225,-0.20345808565616608,0.010297197848558426,-0.12307780236005783,1.1044073104858398,3.550447940826416,0.04747774480712166,-0.020197231322526932,1.3619004487991333,0.0051146503537893295,0.27983641624450684,1.1227002143859863,0.7344093322753906,1.0000001192092896,0.43568249258160235,0.0990727002967359,0.3366097922848665,1.0,cvar,602.0,-0.7726308094745591,val_loss,0.33347243070602417,0.6513085961341858,0.2853422619047619,1.0,674.0,20.0,2.0,vanilla,100.0,False,False,0.5357654094696045,1.1253873109817505
